file_name,valid_pixels,min_depth,max_depth,mean_depth,variance_depth,std_depth,median_depth,p25_depth,p75_depth
000000.tiff,26696,0.3508548140525818,1.0080474615097046,0.6730405151484558,0.033099918653988605,0.18193383042740732,0.6898888051509857,0.5091361999511719,0.8229646235704422
000001.tiff,26696,0.27031201124191284,0.7827860116958618,0.4959172870018256,0.01770721064117313,0.1330684434461196,0.4939207583665848,0.3708745166659355,0.6007666885852814
000002.tiff,26696,0.27513962984085083,0.6461835503578186,0.45294275517713034,0.01007160923957279,0.10035740749726843,0.45963193476200104,0.3600279837846756,0.5326240211725235
000003.tiff,26696,0.16068479418754578,0.3527424931526184,0.24359095848623438,0.0016760808585656645,0.0409399665188635,0.24631091207265854,0.20834144577383995,0.27585340291261673
000004.tiff,26696,0.3160456717014313,0.8519525527954102,0.5580266849097375,0.019637133966340807,0.1401325585520396,0.5558337867259979,0.42359980940818787,0.6675736308097839
000005.tiff,26696,0.31120699644088745,0.9686838984489441,0.5734061017065374,0.025676656711985716,0.1602393731639815,0.5793477594852448,0.4271387904882431,0.7014301717281342
000006.tiff,26696,0.31912457942962646,0.957452654838562,0.6276478821717053,0.02110362417742832,0.1452708648608809,0.6609852015972137,0.5068981200456619,0.7434307336807251
000007.tiff,26696,0.2616959810256958,0.8791578412055969,0.552499122478923,0.02169145662139613,0.1472801976553404,0.5708320140838623,0.42236147075891495,0.6709270775318146
000008.tiff,26696,0.20352782309055328,0.9172859191894531,0.5690850640943228,0.032210233923242064,0.17947209789614113,0.5787509083747864,0.40349747240543365,0.7175703942775726
000009.tiff,26696,0.28383541107177734,0.7301853895187378,0.4997507477096001,0.01535145373252091,0.12390098358173315,0.49851348996162415,0.38134004175662994,0.6066649109125137
000010.tiff,26696,0.32522985339164734,0.9170388579368591,0.5940850405025293,0.01843825737939079,0.13578754500833567,0.6151540875434875,0.4723726958036423,0.7093676328659058
000011.tiff,26696,0.275012344121933,0.6699314713478088,0.46552424154369676,0.012568512452688255,0.11210937718446327,0.466444656252861,0.3591800183057785,0.5616641640663147
000012.tiff,26696,0.35203441977500916,0.9642156958580017,0.630455338228399,0.022699325419889213,0.15066295304383628,0.6311144828796387,0.4987008050084114,0.7626834064722061
000013.tiff,26696,0.34263917803764343,1.014451503753662,0.6512486763959396,0.025269684245284516,0.1589644118829259,0.6668935716152191,0.5165598094463348,0.7840403318405151
000014.tiff,26696,0.270842045545578,0.8194746375083923,0.5052145520883261,0.01459298711771411,0.12080143673696149,0.5214627981185913,0.38739851862192154,0.606754943728447
000015.tiff,26696,0.3363065719604492,0.8346111178398132,0.5778278014328189,0.017106223963892962,0.13079076406188994,0.5899617671966553,0.4604032635688782,0.6889803111553192
000016.tiff,26696,0.18491941690444946,0.4903961420059204,0.3203389397103664,0.004652777222588269,0.06821126902930534,0.3220892548561096,0.25715284794569016,0.37117525190114975
000017.tiff,26696,0.20812828838825226,0.566543459892273,0.35674937787011674,0.007408557737726821,0.0860729791382105,0.35905249416828156,0.2800191789865494,0.420830138027668
000018.tiff,26696,0.26618167757987976,0.6424004435539246,0.4431794384560847,0.010651072686851027,0.1032040342566657,0.43886232376098633,0.35910242795944214,0.5279030650854111
000019.tiff,26696,0.26877570152282715,0.6924258470535278,0.47073304549457967,0.013614186332463625,0.11667984544240545,0.46471352875232697,0.3733614757657051,0.5666186213493347
