filename,ok,reason,n_markers,n_charuco,reproj_err_px,board_squares_x,board_squares_y,board_legacy,tl_u,tl_v,tr_u,tr_v,br_u,br_v,bl_u,bl_v,rvec_x,rvec_y,rvec_z,tvec_x,tvec_y,tvec_z,quat_w,quat_x,quat_y,quat_z
20260423_113459_337765.jpg,1,,63,104,1.212892326193489,14,9,0,750.9669881703086,503.50113353657673,195.75161350237425,518.5119210616583,167.8566842982044,156.39168659791505,742.1789751713824,138.58888178941058,0.07008290774489698,-0.11542700573829681,3.108953757635053,0.03909662063170291,0.08292323248105532,0.3912808425988443,0.014853262792977072,0.022518562122945368,-0.037088218554582886,0.9989478259592767
20260423_113652_047131.jpg,1,,63,104,1.190699298327134,14,9,0,746.5327146987767,503.695431725383,191.79700438500464,518.6643175178672,163.97099484212413,156.88678538441314,737.595377156753,139.1559056930359,0.07076219179839245,-0.11456808231962841,3.109043028532136,0.036905039538940775,0.08309169938838244,0.3915542485356614,0.014816857476516569,0.022736305292797476,-0.03681139363024366,0.9989536738283475
20260423_113833_231582.jpg,1,,63,104,1.214585763056573,14,9,0,750.923512739546,503.5768928727167,195.44655286280675,518.5234823028119,167.8641068249799,156.32840093595908,742.0644390408936,138.38814584643123,0.07133781129472766,-0.1131604716123305,3.108971616744417,0.03903582305120455,0.0828784204133149,0.39089213856904387,0.014871705099345359,0.02292204461287643,-0.03636037231357673,0.9989651323161493
20260423_114022_744039.jpg,1,,63,104,1.2208792440991882,14,9,0,750.7659285498501,503.4934016957458,194.75714109135646,518.6196699152481,166.7959053677314,155.9511768859576,741.9787671106626,138.20729096810885,0.06899524690391677,-0.1154517767662464,3.1089886293412063,0.038958278690710245,0.08283953090985935,0.3909007624027578,0.014847537042368318,0.022169002652900845,-0.03709604444168945,0.9989554391723043
20260423_114216_049732.jpg,1,,63,104,1.198232646811052,14,9,0,742.3831070308712,503.6477282901573,187.54445500180083,518.8401544060785,159.65068749104512,156.98271855221222,733.2720125578956,139.34538525175373,0.06956425672737217,-0.11401178413653182,3.1090039058824765,0.03484310450596809,0.08311604168014318,0.39171998341593034,0.014860116032029566,0.022352008899214678,-0.03663364683996343,0.9989682380180508
20260423_114401_035762.jpg,1,,63,104,1.2239434115123482,14,9,0,754.7766564268182,503.4548504210703,200.5454459909866,518.5811102442132,172.61311026874438,157.12083294119125,746.0316078173761,139.15084409895908,0.06978560349597192,-0.11617591259353713,3.108603094103957,0.04107427881384906,0.0830368149169707,0.3919861324764762,0.015017816170233612,0.022425351152373117,-0.03733270910966408,0.9989383552820981
20260423_114547_548012.jpg,1,,63,104,1.2510197074971954,14,9,0,757.4474108751831,503.4450817196336,203.3555301606985,518.3998250921795,175.6364321579171,157.06700167929466,748.849622919991,139.1270518236349,0.07020918838939642,-0.11577414897679858,3.1087741515931637,0.04241178428054534,0.08302465359609593,0.3919959935191653,0.01493510058422929,0.022560296989014798,-0.03720167181082939,0.9989414454234972
20260423_114731_652127.jpg,1,,63,104,1.2828165874073436,14,9,0,751.2936341912958,503.549679504535,196.0771861412628,519.0397695619687,168.20446691560045,156.95183673787935,742.3378344919674,139.0405962247676,0.06786450253515659,-0.11427534920205909,3.1085446072922234,0.03929549934664782,0.08302176462328059,0.3916375533491515,0.015103461149875328,0.021809184898075814,-0.03672394443249323,0.9989732713244609
20260423_114916_370809.jpg,1,,63,104,1.217582569993528,14,9,0,756.5610600079351,503.48510349553607,201.1530454713013,518.5154684897186,173.2864839598812,156.27091679148637,747.9579822599956,138.38597787668124,0.06942410981226473,-0.11604118810464772,3.1088578433342655,0.04188283856549014,0.08287878639730925,0.3911990374237646,0.014897132310390832,0.02230749612805947,-0.037286590513581776,0.9989445236014339
20260423_115058_330768.jpg,1,,63,104,1.243138813983992,14,9,0,762.1322634693505,503.2849299967181,207.0008194092178,518.4360923346921,179.05214111401045,156.33202974802845,753.7316383926237,138.43117021692052,0.06774733224479414,-0.11753518966346259,3.1086938780666253,0.04471142555443227,0.08284632877030625,0.39160900231790274,0.014969471982152165,0.02176969929865182,-0.0377683615162604,0.9989372082215172
20260423_115244_496506.jpg,1,,63,104,1.1995904242280369,14,9,0,754.8016373689628,503.45361661821426,199.3094081545234,518.5623619538495,171.58216396915788,156.31590446370427,746.0533205137355,138.34010515669516,0.06985091372495594,-0.11443767979800155,3.1087787161936418,0.040992375852690374,0.08284531645362415,0.3910854258360222,0.01496156795619717,0.022445545691502686,-0.0367728356546594,0.9989595124532417
20260423_115428_405174.jpg,1,,63,104,1.211732364450521,14,9,0,756.6850204987688,503.295873639977,201.44483421097635,518.3073048480883,173.73489058155968,156.20613789095407,748.0708408651502,138.30012511260395,0.06969606291768177,-0.11511833447898218,3.108885061358052,0.04195324248886059,0.08280028096337953,0.39127211034148424,0.014897634983947573,0.02239488772117928,-0.03699006898497157,0.998953584643615
20260423_115612_053973.jpg,1,,63,104,1.2623743156967833,14,9,0,767.6690409950315,503.26328224327096,212.59103658662286,518.1875067349454,185.01935684726345,156.23883914436257,759.41480848276,138.1066718656345,0.06944808447301364,-0.11610745811431535,3.1086951279340784,0.04744203570604393,0.08275453634606199,0.3913261245184888,0.01497690071239053,0.022316317369361512,-0.03730975308952926,0.9989422689768012
20260423_115756_667840.jpg,1,,63,104,1.202164598809942,14,9,0,755.514384871618,503.5655063999976,200.43995632710687,518.4283144878219,172.7094640036637,156.45702852494009,746.8560645863365,138.4834814167182,0.07119181914909523,-0.11518137023938256,3.108892571535778,0.041355511961433715,0.08291347729224714,0.39115785856516205,0.014875789433138437,0.022875193533292728,-0.03700981611577775,0.9989422955910074
